DateTime,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2019-04-02 02:00:00,2019-04-02 02:00,2019,4,2,02:00,,,,,,,,,,,,,,,,,,,
2019-04-02 03:00:00,2019-04-02 03:00,2019,4,2,03:00,,,,,,,,,,,,,,,,,,,
2019-04-02 04:00:00,2019-04-02 04:00,2019,4,2,04:00,,,,,,,,,,,,,,,,,,,
2019-04-02 05:00:00,2019-04-02 05:00,2019,4,2,05:00,,,,,,,,,,,,,,,,,,,
2019-04-02 06:00:00,2019-04-02 06:00,2019,4,2,06:00,,,,,,,,,,,,,,,,,,,
2019-04-02 07:00:00,2019-04-02 07:00,2019,4,2,07:00,,,,,,,,,,,,,,,,,,,
2019-04-02 08:00:00,2019-04-02 08:00,2019,4,2,08:00,,,,,,,,,,,,,,,,,,,
2019-04-02 09:00:00,2019-04-02 09:00,2019,4,2,09:00,,,,,,,,,,,,,,,,,,,
2019-04-02 10:00:00,2019-04-02 10:00,2019,4,2,10:00,,,,,,,,,,,,,,,,,,,
2019-04-02 11:00:00,2019-04-02 11:00,2019,4,2,11:00,,,,,,,,,,,,,,,,,,,
2019-04-02 12:00:00,2019-04-02 12:00,2019,4,2,12:00,,,,,,,,,,,,,,,,,,,
2019-04-02 13:00:00,2019-04-02 13:00,2019,4,2,13:00,,,,,,,,,,,,,,,,,,,
2019-04-02 14:00:00,2019-04-02 14:00,2019,4,2,14:00,,,,,,,,,,,,,,,,,,,
2019-04-02 15:00:00,2019-04-02 15:00,2019,4,2,15:00,,,,,,,,,,,,,,,,,,,
2019-04-02 16:00:00,2019-04-02 16:00,2019,4,2,16:00,,,,,,,,,,,,,,,,,,,
2019-04-02 17:00:00,2019-04-02 17:00,2019,4,2,17:00,,,,,,,,,,,,,,,,,,,
2019-04-02 18:00:00,2019-04-02 18:00,2019,4,2,18:00,,,,,,,,,,,,,,,,,,,
2019-04-02 19:00:00,2019-04-02 19:00,2019,4,2,19:00,,,,,,,,,,,,,,,,,,,
2019-04-02 20:00:00,2019-04-02 20:00,2019,4,2,20:00,,,,,,,,,,,,,,,,,,,
2019-04-02 21:00:00,2019-04-02 21:00,2019,4,2,21:00,,,,,,,,,,,,,,,,,,,
2019-04-02 22:00:00,2019-04-02 22:00,2019,4,2,22:00,,,,,,,,,,,,,,,,,,,
2019-04-02 23:00:00,2019-04-02 23:00,2019,4,2,23:00,,,,,,,,,,,,,,,,,,,
2019-04-03 00:00:00,2019-04-03 00:00,2019,4,3,00:00,,,,,,,,,,,,,,,,,,,
2019-04-03 01:00:00,2019-04-03 01:00,2019,4,3,01:00,,,,,,,,,,,,,,,,,,,
2019-04-03 02:00:00,2019-04-03 02:00,2019,4,3,02:00,,,,,,,,,,,,,,,,,,,
2019-04-03 03:00:00,2019-04-03 03:00,2019,4,3,03:00,,,,,,,,,,,,,,,,,,,
2019-04-03 04:00:00,2019-04-03 04:00,2019,4,3,04:00,,,,,,,,,,,,,,,,,,,
2019-04-03 05:00:00,2019-04-03 05:00,2019,4,3,05:00,,,,,,,,,,,,,,,,,,,
2019-04-03 06:00:00,2019-04-03 06:00,2019,4,3,06:00,,,,,,,,,,,,,,,,,,,
2019-04-03 07:00:00,2019-04-03 07:00,2019,4,3,07:00,,,,,,,,,,,,,,,,,,,
2019-04-03 08:00:00,2019-04-03 08:00,2019,4,3,08:00,,,,,,,,,,,,,,,,,,,
2019-04-03 09:00:00,2019-04-03 09:00,2019,4,3,09:00,,,,,,,,,,,,,,,,,,,
2019-04-03 10:00:00,2019-04-03 10:00,2019,4,3,10:00,,,,,,,,,,,,,,,,,,,
2019-04-03 11:00:00,2019-04-03 11:00,2019,4,3,11:00,,,,,,,,,,,,,,,,,,,
2019-04-03 12:00:00,2019-04-03 12:00,2019,4,3,12:00,,,,,,,,,,,,,,,,,,,
2019-04-03 13:00:00,2019-04-03 13:00,2019,4,3,13:00,,,,,,,,,,,,,,,,,,,
2019-04-03 14:00:00,2019-04-03 14:00,2019,4,3,14:00,,,,,,,,,,,,,,,,,,,
2019-04-03 15:00:00,2019-04-03 15:00,2019,4,3,15:00,,,,,,,,,,,,,,,,,,,
2019-04-03 16:00:00,2019-04-03 16:00,2019,4,3,16:00,,,,,,,,,,,,,,,,,,,
2019-04-03 17:00:00,2019-04-03 17:00,2019,4,3,17:00,,,,,,,,,,,,,,,,,,,
2019-04-03 18:00:00,2019-04-03 18:00,2019,4,3,18:00,,,,,,,,,,,,,,,,,,,
2019-04-03 19:00:00,2019-04-03 19:00,2019,4,3,19:00,,,,,,,,,,,,,,,,,,,
2019-04-03 20:00:00,2019-04-03 20:00,2019,4,3,20:00,,,,,,,,,,,,,,,,,,,
2019-04-03 21:00:00,2019-04-03 21:00,2019,4,3,21:00,,,,,,,,,,,,,,,,,,,
2019-04-03 22:00:00,2019-04-03 22:00,2019,4,3,22:00,,,,,,,,,,,,,,,,,,,
2019-04-03 23:00:00,2019-04-03 23:00,2019,4,3,23:00,,,,,,,,,,,,,,,,,,,
2019-04-04 00:00:00,2019-04-04 00:00,2019,4,4,00:00,,,,,,,,,,,,,,,,,,,
2019-04-04 01:00:00,2019-04-04 01:00,2019,4,4,01:00,,,,,,,,,,,,,,,,,,,
2019-04-04 02:00:00,2019-04-04 02:00,2019,4,4,02:00,,,,,,,,,,,,,,,,,,,
2019-04-04 03:00:00,2019-04-04 03:00,2019,4,4,03:00,,,,,,,,,,,,,,,,,,,
2019-04-04 04:00:00,2019-04-04 04:00,2019,4,4,04:00,,,,,,,,,,,,,,,,,,,
2019-04-04 05:00:00,2019-04-04 05:00,2019,4,4,05:00,,,,,,,,,,,,,,,,,,,
2019-04-04 06:00:00,2019-04-04 06:00,2019,4,4,06:00,,,,,,,,,,,,,,,,,,,
2019-04-04 07:00:00,2019-04-04 07:00,2019,4,4,07:00,,,,,,,,,,,,,,,,,,,
2019-04-04 08:00:00,2019-04-04 08:00,2019,4,4,08:00,,,,,,,,,,,,,,,,,,,
2019-04-04 09:00:00,2019-04-04 09:00,2019,4,4,09:00,,,,,,,,,,,,,,,,,,,
2019-04-04 10:00:00,2019-04-04 10:00,2019,4,4,10:00,,,,,,,,,,,,,,,,,,,
2019-04-04 11:00:00,2019-04-04 11:00,2019,4,4,11:00,,,,,,,,,,,,,,,,,,,
2019-04-04 12:00:00,2019-04-04 12:00,2019,4,4,12:00,,,,,,,,,,,,,,,,,,,
2019-04-04 13:00:00,2019-04-04 13:00,2019,4,4,13:00,,,,,,,,,,,,,,,,,,,
2019-04-04 14:00:00,2019-04-04 14:00,2019,4,4,14:00,,,,,,,,,,,,,,,,,,,
2019-04-04 15:00:00,2019-04-04 15:00,2019,4,4,15:00,,,,,,,,,,,,,,,,,,,
2019-04-04 16:00:00,2019-04-04 16:00,2019,4,4,16:00,,,,,,,,,,,,,,,,,,,
2019-04-04 17:00:00,2019-04-04 17:00,2019,4,4,17:00,,,,,,,,,,,,,,,,,,,
2019-04-04 18:00:00,2019-04-04 18:00,2019,4,4,18:00,,,,,,,,,,,,,,,,,,,
2019-04-04 19:00:00,2019-04-04 19:00,2019,4,4,19:00,,,,,,,,,,,,,,,,,,,
2019-04-04 20:00:00,2019-04-04 20:00,2019,4,4,20:00,,,,,,,,,,,,,,,,,,,
2019-04-04 21:00:00,2019-04-04 21:00,2019,4,4,21:00,,,,,,,,,,,,,,,,,,,
2019-04-04 22:00:00,2019-04-04 22:00,2019,4,4,22:00,,,,,,,,,,,,,,,,,,,
2019-04-04 23:00:00,2019-04-04 23:00,2019,4,4,23:00,,,,,,,,,,,,,,,,,,,
2019-04-05 00:00:00,2019-04-05 00:00,2019,4,5,00:00,,,,,,,,,,,,,,,,,,,
2019-04-05 01:00:00,2019-04-05 01:00,2019,4,5,01:00,,,,,,,,,,,,,,,,,,,
2019-04-05 02:00:00,2019-04-05 02:00,2019,4,5,02:00,,,,,,,,,,,,,,,,,,,
2019-04-05 03:00:00,2019-04-05 03:00,2019,4,5,03:00,,,,,,,,,,,,,,,,,,,
2019-04-05 04:00:00,2019-04-05 04:00,2019,4,5,04:00,,,,,,,,,,,,,,,,,,,
2019-04-05 05:00:00,2019-04-05 05:00,2019,4,5,05:00,,,,,,,,,,,,,,,,,,,
2019-04-05 06:00:00,2019-04-05 06:00,2019,4,5,06:00,,,,,,,,,,,,,,,,,,,
2019-04-05 07:00:00,2019-04-05 07:00,2019,4,5,07:00,,,,,,,,,,,,,,,,,,,
2019-04-05 08:00:00,2019-04-05 08:00,2019,4,5,08:00,,,,,,,,,,,,,,,,,,,
2019-04-05 09:00:00,2019-04-05 09:00,2019,4,5,09:00,,,,,,,,,,,,,,,,,,,
2019-04-05 10:00:00,2019-04-05 10:00,2019,4,5,10:00,,,,,,,,,,,,,,,,,,,
2019-04-05 11:00:00,2019-04-05 11:00,2019,4,5,11:00,,,,,,,,,,,,,,,,,,,
2019-04-05 12:00:00,2019-04-05 12:00,2019,4,5,12:00,,,,,,,,,,,,,,,,,,,
2019-04-05 13:00:00,2019-04-05 13:00,2019,4,5,13:00,,,,,,,,,,,,,,,,,,,
2019-04-05 14:00:00,2019-04-05 14:00,2019,4,5,14:00,,,,,,,,,,,,,,,,,,,
2019-04-05 15:00:00,2019-04-05 15:00,2019,4,5,15:00,,,,,,,,,,,,,,,,,,,
2019-04-05 16:00:00,2019-04-05 16:00,2019,4,5,16:00,,,,,,,,,,,,,,,,,,,
2019-04-05 17:00:00,2019-04-05 17:00,2019,4,5,17:00,,,,,,,,,,,,,,,,,,,
2019-04-05 18:00:00,2019-04-05 18:00,2019,4,5,18:00,,,,,,,,,,,,,,,,,,,
2019-04-05 19:00:00,2019-04-05 19:00,2019,4,5,19:00,,,,,,,,,,,,,,,,,,,
2019-04-05 20:00:00,2019-04-05 20:00,2019,4,5,20:00,,,,,,,,,,,,,,,,,,,
2019-04-05 21:00:00,2019-04-05 21:00,2019,4,5,21:00,,,,,,,,,,,,,,,,,,,
2019-04-05 22:00:00,2019-04-05 22:00,2019,4,5,22:00,,,,,,,,,,,,,,,,,,,
2019-04-05 23:00:00,2019-04-05 23:00,2019,4,5,23:00,,,,,,,,,,,,,,,,,,,
2019-04-06 00:00:00,2019-04-06 00:00,2019,4,6,00:00,,,,,,,,,,,,,,,,,,,
2019-04-06 01:00:00,2019-04-06 01:00,2019,4,6,01:00,,,,,,,,,,,,,,,,,,,
2019-04-06 02:00:00,2019-04-06 02:00,2019,4,6,02:00,,,,,,,,,,,,,,,,,,,
2019-04-06 03:00:00,2019-04-06 03:00,2019,4,6,03:00,,,,,,,,,,,,,,,,,,,
2019-04-06 04:00:00,2019-04-06 04:00,2019,4,6,04:00,,,,,,,,,,,,,,,,,,,
2019-04-06 05:00:00,2019-04-06 05:00,2019,4,6,05:00,,,,,,,,,,,,,,,,,,,
2019-04-06 06:00:00,2019-04-06 06:00,2019,4,6,06:00,,,,,,,,,,,,,,,,,,,
2019-04-06 07:00:00,2019-04-06 07:00,2019,4,6,07:00,,,,,,,,,,,,,,,,,,,
2019-04-06 08:00:00,2019-04-06 08:00,2019,4,6,08:00,,,,,,,,,,,,,,,,,,,
2019-04-06 09:00:00,2019-04-06 09:00,2019,4,6,09:00,,,,,,,,,,,,,,,,,,,
2019-04-06 10:00:00,2019-04-06 10:00,2019,4,6,10:00,,,,,,,,,,,,,,,,,,,
2019-04-06 11:00:00,2019-04-06 11:00,2019,4,6,11:00,,,,,,,,,,,,,,,,,,,
2019-04-06 12:00:00,2019-04-06 12:00,2019,4,6,12:00,,,,,,,,,,,,,,,,,,,
2019-04-06 13:00:00,2019-04-06 13:00,2019,4,6,13:00,,,,,,,,,,,,,,,,,,,
2019-04-06 14:00:00,2019-04-06 14:00,2019,4,6,14:00,,,,,,,,,,,,,,,,,,,
2019-04-06 15:00:00,2019-04-06 15:00,2019,4,6,15:00,,,,,,,,,,,,,,,,,,,
2019-04-06 16:00:00,2019-04-06 16:00,2019,4,6,16:00,,,,,,,,,,,,,,,,,,,
2019-04-06 17:00:00,2019-04-06 17:00,2019,4,6,17:00,,,,,,,,,,,,,,,,,,,
2019-04-06 18:00:00,2019-04-06 18:00,2019,4,6,18:00,,,,,,,,,,,,,,,,,,,
2019-04-06 19:00:00,2019-04-06 19:00,2019,4,6,19:00,,,,,,,,,,,,,,,,,,,
2019-04-06 20:00:00,2019-04-06 20:00,2019,4,6,20:00,,,,,,,,,,,,,,,,,,,
2019-04-06 21:00:00,2019-04-06 21:00,2019,4,6,21:00,,,,,,,,,,,,,,,,,,,
2019-04-06 22:00:00,2019-04-06 22:00,2019,4,6,22:00,,,,,,,,,,,,,,,,,,,
2019-04-06 23:00:00,2019-04-06 23:00,2019,4,6,23:00,,,,,,,,,,,,,,,,,,,
2019-04-07 00:00:00,2019-04-07 00:00,2019,4,7,00:00,,,,,,,,,,,,,,,,,,,
2019-04-07 01:00:00,2019-04-07 01:00,2019,4,7,01:00,,,,,,,,,,,,,,,,,,,
2019-04-07 02:00:00,2019-04-07 02:00,2019,4,7,02:00,,,,,,,,,,,,,,,,,,,
2019-04-07 03:00:00,2019-04-07 03:00,2019,4,7,03:00,,,,,,,,,,,,,,,,,,,
2019-04-07 04:00:00,2019-04-07 04:00,2019,4,7,04:00,,,,,,,,,,,,,,,,,,,
2019-04-07 05:00:00,2019-04-07 05:00,2019,4,7,05:00,,,,,,,,,,,,,,,,,,,
2019-04-07 06:00:00,2019-04-07 06:00,2019,4,7,06:00,,,,,,,,,,,,,,,,,,,
2019-04-07 07:00:00,2019-04-07 07:00,2019,4,7,07:00,,,,,,,,,,,,,,,,,,,
2019-04-07 08:00:00,2019-04-07 08:00,2019,4,7,08:00,,,,,,,,,,,,,,,,,,,
2019-04-07 09:00:00,2019-04-07 09:00,2019,4,7,09:00,,,,,,,,,,,,,,,,,,,
2019-04-07 10:00:00,2019-04-07 10:00,2019,4,7,10:00,,,,,,,,,,,,,,,,,,,
2019-04-07 11:00:00,2019-04-07 11:00,2019,4,7,11:00,,,,,,,,,,,,,,,,,,,
2019-04-07 12:00:00,2019-04-07 12:00,2019,4,7,12:00,,,,,,,,,,,,,,,,,,,
2019-04-07 13:00:00,2019-04-07 13:00,2019,4,7,13:00,,,,,,,,,,,,,,,,,,,
2019-04-07 14:00:00,2019-04-07 14:00,2019,4,7,14:00,,,,,,,,,,,,,,,,,,,
2019-04-07 15:00:00,2019-04-07 15:00,2019,4,7,15:00,,,,,,,,,,,,,,,,,,,
2019-04-07 16:00:00,2019-04-07 16:00,2019,4,7,16:00,,,,,,,,,,,,,,,,,,,
2019-04-07 17:00:00,2019-04-07 17:00,2019,4,7,17:00,,,,,,,,,,,,,,,,,,,
2019-04-07 18:00:00,2019-04-07 18:00,2019,4,7,18:00,,,,,,,,,,,,,,,,,,,
2019-04-07 19:00:00,2019-04-07 19:00,2019,4,7,19:00,,,,,,,,,,,,,,,,,,,
2019-04-07 20:00:00,2019-04-07 20:00,2019,4,7,20:00,,,,,,,,,,,,,,,,,,,
2019-04-07 21:00:00,2019-04-07 21:00,2019,4,7,21:00,,,,,,,,,,,,,,,,,,,
2019-04-07 22:00:00,2019-04-07 22:00,2019,4,7,22:00,,,,,,,,,,,,,,,,,,,
2019-04-07 23:00:00,2019-04-07 23:00,2019,4,7,23:00,,,,,,,,,,,,,,,,,,,
2019-04-08 00:00:00,2019-04-08 00:00,2019,4,8,00:00,,,,,,,,,,,,,,,,,,,
2019-04-08 01:00:00,2019-04-08 01:00,2019,4,8,01:00,,,,,,,,,,,,,,,,,,,
2019-04-08 02:00:00,2019-04-08 02:00,2019,4,8,02:00,,,,,,,,,,,,,,,,,,,
2019-04-08 03:00:00,2019-04-08 03:00,2019,4,8,03:00,,,,,,,,,,,,,,,,,,,
2019-04-08 04:00:00,2019-04-08 04:00,2019,4,8,04:00,,,,,,,,,,,,,,,,,,,
2019-04-08 05:00:00,2019-04-08 05:00,2019,4,8,05:00,,,,,,,,,,,,,,,,,,,
2019-04-08 06:00:00,2019-04-08 06:00,2019,4,8,06:00,,,,,,,,,,,,,,,,,,,
2019-04-08 07:00:00,2019-04-08 07:00,2019,4,8,07:00,,,,,,,,,,,,,,,,,,,
2019-04-08 08:00:00,2019-04-08 08:00,2019,4,8,08:00,,,,,,,,,,,,,,,,,,,
2019-04-08 09:00:00,2019-04-08 09:00,2019,4,8,09:00,,,,,,,,,,,,,,,,,,,
2019-04-08 10:00:00,2019-04-08 10:00,2019,4,8,10:00,,,,,,,,,,,,,,,,,,,
2019-04-08 11:00:00,2019-04-08 11:00,2019,4,8,11:00,,,,,,,,,,,,,,,,,,,
2019-04-08 12:00:00,2019-04-08 12:00,2019,4,8,12:00,,,,,,,,,,,,,,,,,,,
2019-04-08 13:00:00,2019-04-08 13:00,2019,4,8,13:00,,,,,,,,,,,,,,,,,,,
2019-04-08 14:00:00,2019-04-08 14:00,2019,4,8,14:00,,,,,,,,,,,,,,,,,,,
2019-04-08 15:00:00,2019-04-08 15:00,2019,4,8,15:00,,,,,,,,,,,,,,,,,,,
2019-04-08 16:00:00,2019-04-08 16:00,2019,4,8,16:00,,,,,,,,,,,,,,,,,,,
2019-04-08 17:00:00,2019-04-08 17:00,2019,4,8,17:00,,,,,,,,,,,,,,,,,,,
2019-04-08 18:00:00,2019-04-08 18:00,2019,4,8,18:00,,,,,,,,,,,,,,,,,,,
2019-04-08 19:00:00,2019-04-08 19:00,2019,4,8,19:00,,,,,,,,,,,,,,,,,,,
2019-04-08 20:00:00,2019-04-08 20:00,2019,4,8,20:00,,,,,,,,,,,,,,,,,,,
2019-04-08 21:00:00,2019-04-08 21:00,2019,4,8,21:00,,,,,,,,,,,,,,,,,,,
2019-04-08 22:00:00,2019-04-08 22:00,2019,4,8,22:00,,,,,,,,,,,,,,,,,,,
2019-04-08 23:00:00,2019-04-08 23:00,2019,4,8,23:00,,,,,,,,,,,,,,,,,,,
2019-04-09 00:00:00,2019-04-09 00:00,2019,4,9,00:00,,,,,,,,,,,,,,,,,,,
2019-04-09 01:00:00,2019-04-09 01:00,2019,4,9,01:00,,,,,,,,,,,,,,,,,,,
2019-04-09 02:00:00,2019-04-09 02:00,2019,4,9,02:00,,,,,,,,,,,,,,,,,,,
2019-04-09 03:00:00,2019-04-09 03:00,2019,4,9,03:00,,,,,,,,,,,,,,,,,,,
2019-04-09 04:00:00,2019-04-09 04:00,2019,4,9,04:00,,,,,,,,,,,,,,,,,,,
2019-04-09 05:00:00,2019-04-09 05:00,2019,4,9,05:00,,,,,,,,,,,,,,,,,,,
2019-04-09 06:00:00,2019-04-09 06:00,2019,4,9,06:00,,,,,,,,,,,,,,,,,,,
2019-04-09 07:00:00,2019-04-09 07:00,2019,4,9,07:00,,,,,,,,,,,,,,,,,,,
2019-04-09 08:00:00,2019-04-09 08:00,2019,4,9,08:00,,,,,,,,,,,,,,,,,,,
2019-04-09 09:00:00,2019-04-09 09:00,2019,4,9,09:00,,,,,,,,,,,,,,,,,,,
2019-04-09 10:00:00,2019-04-09 10:00,2019,4,9,10:00,,,,,,,,,,,,,,,,,,,
2019-04-09 11:00:00,2019-04-09 11:00,2019,4,9,11:00,,,,,,,,,,,,,,,,,,,
2019-04-09 12:00:00,2019-04-09 12:00,2019,4,9,12:00,,,,,,,,,,,,,,,,,,,
2019-04-09 13:00:00,2019-04-09 13:00,2019,4,9,13:00,,,,,,,,,,,,,,,,,,,
2019-04-09 14:00:00,2019-04-09 14:00,2019,4,9,14:00,,,,,,,,,,,,,,,,,,,
2019-04-09 15:00:00,2019-04-09 15:00,2019,4,9,15:00,,,,,,,,,,,,,,,,,,,
2019-04-09 16:00:00,2019-04-09 16:00,2019,4,9,16:00,,,,,,,,,,,,,,,,,,,
2019-04-09 17:00:00,2019-04-09 17:00,2019,4,9,17:00,,,,,,,,,,,,,,,,,,,
2019-04-09 18:00:00,2019-04-09 18:00,2019,4,9,18:00,,,,,,,,,,,,,,,,,,,
2019-04-09 19:00:00,2019-04-09 19:00,2019,4,9,19:00,,,,,,,,,,,,,,,,,,,
2019-04-09 20:00:00,2019-04-09 20:00,2019,4,9,20:00,,,,,,,,,,,,,,,,,,,
2019-04-09 21:00:00,2019-04-09 21:00,2019,4,9,21:00,,,,,,,,,,,,,,,,,,,
2019-04-09 22:00:00,2019-04-09 22:00,2019,4,9,22:00,,,,,,,,,,,,,,,,,,,
2019-04-09 23:00:00,2019-04-09 23:00,2019,4,9,23:00,,,,,,,,,,,,,,,,,,,
2019-04-10 00:00:00,2019-04-10 00:00,2019,4,10,00:00,,,,,,,,,,,,,,,,,,,
2019-04-10 01:00:00,2019-04-10 01:00,2019,4,10,01:00,,,,,,,,,,,,,,,,,,,
2019-04-10 02:00:00,2019-04-10 02:00,2019,4,10,02:00,,,,,,,,,,,,,,,,,,,
2019-04-10 03:00:00,2019-04-10 03:00,2019,4,10,03:00,,,,,,,,,,,,,,,,,,,
2019-04-10 04:00:00,2019-04-10 04:00,2019,4,10,04:00,,,,,,,,,,,,,,,,,,,
2019-04-10 05:00:00,2019-04-10 05:00,2019,4,10,05:00,,,,,,,,,,,,,,,,,,,
2019-04-10 06:00:00,2019-04-10 06:00,2019,4,10,06:00,,,,,,,,,,,,,,,,,,,
2019-04-10 07:00:00,2019-04-10 07:00,2019,4,10,07:00,,,,,,,,,,,,,,,,,,,
2019-04-10 08:00:00,2019-04-10 08:00,2019,4,10,08:00,,,,,,,,,,,,,,,,,,,
2019-04-10 09:00:00,2019-04-10 09:00,2019,4,10,09:00,,,,,,,,,,,,,,,,,,,
2019-04-10 10:00:00,2019-04-10 10:00,2019,4,10,10:00,,,,,,,,,,,,,,,,,,,
2019-04-10 11:00:00,2019-04-10 11:00,2019,4,10,11:00,,,,,,,,,,,,,,,,,,,
2019-04-10 12:00:00,2019-04-10 12:00,2019,4,10,12:00,,,,,,,,,,,,,,,,,,,
2019-04-10 13:00:00,2019-04-10 13:00,2019,4,10,13:00,,,,,,,,,,,,,,,,,,,
2019-04-10 14:00:00,2019-04-10 14:00,2019,4,10,14:00,,,,,,,,,,,,,,,,,,,
2019-04-10 15:00:00,2019-04-10 15:00,2019,4,10,15:00,,,,,,,,,,,,,,,,,,,
2019-04-10 16:00:00,2019-04-10 16:00,2019,4,10,16:00,,,,,,,,,,,,,,,,,,,
2019-04-10 17:00:00,2019-04-10 17:00,2019,4,10,17:00,,,,,,,,,,,,,,,,,,,
2019-04-10 18:00:00,2019-04-10 18:00,2019,4,10,18:00,,,,,,,,,,,,,,,,,,,
2019-04-10 19:00:00,2019-04-10 19:00,2019,4,10,19:00,,,,,,,,,,,,,,,,,,,
2019-04-10 20:00:00,2019-04-10 20:00,2019,4,10,20:00,,,,,,,,,,,,,,,,,,,
2019-04-10 21:00:00,2019-04-10 21:00,2019,4,10,21:00,,,,,,,,,,,,,,,,,,,
2019-04-10 22:00:00,2019-04-10 22:00,2019,4,10,22:00,,,,,,,,,,,,,,,,,,,
2019-04-10 23:00:00,2019-04-10 23:00,2019,4,10,23:00,,,,,,,,,,,,,,,,,,,
2019-04-11 00:00:00,2019-04-11 00:00,2019,4,11,00:00,,,,,,,,,,,,,,,,,,,
2019-04-11 01:00:00,2019-04-11 01:00,2019,4,11,01:00,,,,,,,,,,,,,,,,,,,
2019-04-11 02:00:00,2019-04-11 02:00,2019,4,11,02:00,,,,,,,,,,,,,,,,,,,
2019-04-11 03:00:00,2019-04-11 03:00,2019,4,11,03:00,,,,,,,,,,,,,,,,,,,
2019-04-11 04:00:00,2019-04-11 04:00,2019,4,11,04:00,,,,,,,,,,,,,,,,,,,
2019-04-11 05:00:00,2019-04-11 05:00,2019,4,11,05:00,,,,,,,,,,,,,,,,,,,
2019-04-11 06:00:00,2019-04-11 06:00,2019,4,11,06:00,,,,,,,,,,,,,,,,,,,
2019-04-11 07:00:00,2019-04-11 07:00,2019,4,11,07:00,,,,,,,,,,,,,,,,,,,
2019-04-11 08:00:00,2019-04-11 08:00,2019,4,11,08:00,,,,,,,,,,,,,,,,,,,
2019-04-11 09:00:00,2019-04-11 09:00,2019,4,11,09:00,,,,,,,,,,,,,,,,,,,
2019-04-11 10:00:00,2019-04-11 10:00,2019,4,11,10:00,,,,,,,,,,,,,,,,,,,
2019-04-11 11:00:00,2019-04-11 11:00,2019,4,11,11:00,,,,,,,,,,,,,,,,,,,
